Notes_delete at end;Variable / Field Name;Form Name;Section Header;Field Type;Field Label;Choices, Calculations, OR Slider Labels;Field Note;Text Validation Type OR Show Slider Number;Text Validation Min;Text Validation Max;Identifier?;Branching Logic (Show field only if...);Required Field?;Custom Alignment;Question Number (surveys only);Matrix Group Name;Matrix Ranking?;Field Annotation
;other_sulfonyl_dose_v1;visit_1;;text;Andet sulfonylurinstof dosis:;;Mg/dag;number;;;;[sulfonyl_type_v1(3)] = '1';y;;;;;"States the dose of ""other sulfonylurea"". Mg/day. Visit 4."
;glp1ra_type_v1;visit_1;;checkbox;Hvilken GLP-1-receptoragonist? ;1, Semaglutid s.c. (Ozempic) | 2, Semaglutid p.o. (Rybelsus) | 3, Dulaglutid s.c. (Trulicity) | 5, Tirzepatid (Mounjaro) | 4, Andet;;;;;;[antidiabetics_medicine_v1(5)] = '1';y;;;;;Specifies which GLP-1 receptor agonist the participant uses. Visit 4.
;semaglutid_sc_dose_v1;visit_1;;text;Semaglutid s.c. (Ozempic) dosis:;;Mg/uge;number;;;;[glp1ra_type_v1(1)] = '1';y;;;;;States the Semsglutid s.c. dose. Mg/week. Visit 4.
;semaglutid_po_dose_v1;visit_1;;text;Semaglutid p.o. (Rybelsus) dosis:;;Mg/dag;number;;;;[glp1ra_type_v1(2)] = '1';y;;;;;States the Semaglutid p.o. dose. Mg/day. Visit 4.
;dulaglutid_sc_dose_v1;visit_1;;text;Dulaglutid s.c. (Trulicity) dosis:;;Mg/uge;number;;;;[glp1ra_type_v1(3)] = '1';y;;;;;States the Dulaglutid dose. Mg/week. Visit 4.
;tirzepatid_dose_v1;visit_1;;text;Tirzepatid s.c. (Mounjaro) dosis:;;Mg/uge;number;;;;[glp1ra_type_v1(5)] = '1';y;;;;;States the Tirzepatid dose. Mg/week. Visit 4.
;other_glp1ra_v1;visit_1;;text;Anden GLP-1-receptoragonist navn:;;;alpha_only;;;;[glp1ra_type_v1(4)] = '1';y;;;;;Specifies the name of the GLP-1 receptor agonist if not reported on the provided list. Visit 4.
;other_glp1ra_dose_v1;visit_1;;text;Anden GLP-1-receptoragonist dosis:;;Mg;number;;;;[glp1ra_type_v1(4)] = '1';y;;;;;"States the dose of ""other GLP-1 receptor agonist"". Mg/day or mg/week. Visit 4."
;other_glp1ra_dose_unit_v1;visit_1;;radio;Mg/dag eller mg/uge?;1, Mg/dag | 2, Mg/uge;;;;;;[glp1ra_type_v1(4)]='1';y;;;;;"Specifies if the dose of ""other GLP-1 receptor agonist"" is mg/day or mg/week. Visit 4."
;other_antidiabetic_v1;visit_1;;text;Anden antidiabetika navn: ;;;alpha_only;;;;[antidiabetics_medicine_v1(6)] = '1';y;;;;;Specifies antidiabetics if not reported on the provided list. Visit 4.
;other_antidiabetic_dose_v1;visit_1;;text;Anden antidiabetika dosis:;;Mg/dag;number;;;;[antidiabetics_medicine_v1(6)] = '1';y;;;;;"States the dose of ""other antidiabetics"". Mg/day. Visit 4."
;antihypertensive_medicine_v1;visit_1;;checkbox;Deltager tager følgende antihypertensiva:;1, Thiazid (bendroflumethiazid m. KCl, hydrochlorthiazid) | 2, Calciumantagonist (amlodipin, lercanidipin, verapamil, diltiazem) | 3, ACE-hæmmer (enalapril, ramipril) | 4, Angiotensin-II-receptorblokker (losartan, candesartan) | 5, Andet præparat | 6, Deltager tager ikke antihypertensiva;Ved kombinationspræparater, kryds begge indholdsstoffer af og skriv dosis hver for sig.;;;;;;y;;;;;Lists which antihypertensive medications the participant uses. Visit 4.
;thiazid_type_v1;visit_1;;checkbox;Hvilket thiazid?;1, Bendroflumethiazid m. KCl | 2, Hydrochlorthiazid | 3, Andet;;;;;;[antihypertensive_medicine_v1(1)] = '1';y;;;;;Specifies which thiazide the participant uses. Visit 4.
;bendroflumethiazid_dose_v1;visit_1;;text;Bendroflumethiazid m. KCl dosis:;;Mg/dag;number;;;;[thiazid_type_v1(1)] = '1';y;;;;;States the Bendroflumethiazid with KCl dose. Mg/day. Visit 4.
;hydrochlorthiazid_dose_v1;visit_1;;text;Hydrochlorthiazid dosis:;;Mg/dag;number;;;;[thiazid_type_v1(2)] = '1';y;;;;;States the Hydrochlorthiazid dose. Mg/day. Visit 4.
;other_thiazid_v1;visit_1;;text;Andet thiazid navn:;;;alpha_only;;;;[thiazid_type_v1(3)] = '1';y;;;;;Specifies the name of the thiazide if not reported on the provided list. Visit 4.
;other_thiazid_dose_v1;visit_1;;text;Andet thiazid dosis:;;Mg/dag;number;;;;[thiazid_type_v1(3)] = '1';y;;;;;"States the dose of ""other thiazide"". Mg/day. Visit 4."
;calciumantagonist_type_v1;visit_1;;checkbox;Hvilken calciumantagonist?;1, Amlodipin | 2, Lercanidipin | 3, Verapamil | 4, Diltiazem | 5, Andet;;;;;;[antihypertensive_medicine_v1(2)] = '1';y;;;;;Specifies which calcium channel blocker the participant uses. Visit 4.
;amlodipin_dose_v1;visit_1;;text;Amlodipin dosis:;;Mg/dag;number;;;;[calciumantagonist_type_v1(1)] = '1';y;;;;;States the Amlodipin dose. Mg/day. Visit 4.
;lercanidipin_dose_v1;visit_1;;text;Lercanidipin dosis:;;Mg/dag;number;;;;[calciumantagonist_type_v1(2)] = '1';y;;;;;States the Lercanidipin dose. Mg/day. Visit 4.
;verapamil_dose_v1;visit_1;;text;Verapamil dosis: ;;Mg/dag;;;;;[calciumantagonist_type_v1(3)] = '1';y;;;;;States the Verapamil dose. Mg/day. Visit 4.
;diltiazem_dose_v1;visit_1;;text;Diltiazem dosis: ;;Mg/dag;;;;;[calciumantagonist_type_v1(4)] = '1';y;;;;;States the Diltiazem dose. Mg/day. Visit 4.
;other_calciumantagonist_v1;visit_1;;text;Anden calciumantagonist navn:;;;alpha_only;;;;[calciumantagonist_type_v1(5)] = '1';y;;;;;Specifies the name of the calcium channel blocker if not reported on the provided list. Visit 4.
;othter_calciumantagonist_dose_v1;visit_1;;text;Anden calciumantagonist dosis:;;Mg/dag;number;;;;[calciumantagonist_type_v1(5)] = '1';y;;;;;"States the dose of ""other calcium channel blocker"". Mg/day. Visit 4."
;ace_type_v1;visit_1;;checkbox;Hvilken ACE-hæmmer?;1, Enalapril | 2, Ramipril | 3, Andet;;;;;;[antihypertensive_medicine_v1(3)] = '1';y;;;;;Specifies which ACE inhibitor the participant uses. Visit 4.
;enalapril_dose_v1;visit_1;;text;Enalapril dosis:;;Mg/dag;number;;;;[ace_type_v1(1)] = '1';y;;;;;States the Enalapril dose. Mg/day. Visit 4.
;ramipril_dose_v1;visit_1;;text;Ramipril dosis:;;Mg/dag;number;;;;[ace_type_v1(2)] = '1';y;;;;;States the Ramipril dose. Mg/day. Visit 4.
;other_ace_v1;visit_1;;text;Anden ACE-hæmmer navn:;;;alpha_only;;;;[ace_type_v1(3)] = '1';y;;;;;Specifies the name of the ACE inhibitor if not reported on the provided list. Visit 4.
;other_ace_dose_v1;visit_1;;text;Anden ACE-hæmmer dosis:;;Mg/dag;number;;;;[ace_type_v1(3)] = '1';y;;;;;"States the dose of ""other ACE inhibitor"". Mg/day. Visit 4."
;angiotensin_ii_type_v1;visit_1;;checkbox;Hvilken angiotensin-II-receptorblokker?;1, Losartan | 2, Candesartan | 3, Andet;;;;;;[antihypertensive_medicine_v1(4)] = '1';y;;;;;Specifies which ARB the participant uses. Visit 4.
;losartan_dose_v1;visit_1;;text;"Losartan dosis:
";;Mg/dag;number;;;;[angiotensin_ii_type_v1(1)] = '1';y;;;;;States the Losartan dose. Mg/day. Visit 4.
;candesartan_dose_v1;visit_1;;text;Candesartan dosis:;;Mg/dag;number;;;;[angiotensin_ii_type_v1(2)] = '1';y;;;;;States the Candesartan dose. Mg/day. Visit 4.
;other_angiotensin_ii_v1;visit_1;;text;Anden angiotensin-II-receptorblokker navn:;;;alpha_only;;;;[angiotensin_ii_type_v1(3)] = '1';y;;;;;Specifies the name of the ARB if not reported on the provided list. Visit 4.
;other_angiotensin_ii_dose_v1;visit_1;;text;Anden angiotensin-II-receptorblokker dosis:;;Mg/dag;number;;;;[angiotensin_ii_type_v1(3)] = '1';y;;;;;"States the dose of ""other ARB"". Mg/day. Visit 4."
;other_antihypertensiva_v1;visit_1;;text;Hvis anden antihypertensiva, skriv præparatnavn her:;;;alpha_only;;;;[antihypertensive_medicine_v1(5)] = '1';y;;;;;Specifies antihypertensive medicine if not reported on the provided list. Visit 4.
;other_antihypertensiva_dose_v1;visit_1;;text;Anden antihypertensiva dosis: ;;Mg/dag;number;;;;[antihypertensive_medicine_v1(5)] = '1';y;;;;;"States the dose of ""other antihypertensive medicine"". Mg/day. Visit 4."
;statins_medicine_v1;visit_1;;checkbox;Deltager tager følgende statiner:;1, Atorvastatin | 2, Simvastatin | 3, Rosuvastatin | 5, Gemfibrozil (Lopid) | 6, Ezetimib | 4, Andet præparat | 7, Deltager tager ikke statiner;;;;;;;y;;;;;Lists which statins the participant uses. Visit 4.
;atorvastatin_dose_v1;visit_1;;text;Atorvastatin dosis:;;Mg/dag;number;;;;[statins_medicine_v1(1)] = '1';y;;;;;States the Atorvastatin dose. Mg/day. Visit 4.
;simvastatin_dose_v1;visit_1;;text;Simvastatin dosis:;;Mg/dag;number;;;;[statins_medicine_v1(2)] = '1';y;;;;;States the Simvastatin dose. Mg/day. Visit 4.
;rosuvastatin_dose_v1;visit_1;;text;Rosuvastatin dosis:;;Mg/dag;number;;;;[statins_medicine_v1(3)] = '1';y;;;;;States the Rosuvastatin dose. Mg/day. Visit 4.
;gemfibrozil_dose_v1;visit_1;;text;Gemfibrozil (Lopid) dosis: ;;Mg/dag;;;;;[statins_medicine_v1(5)]='1';y;;;;;States the Gemfibrozil dose. Mg/day. Visit 4.
;ezetimib_dose_v1;visit_1;;text;Ezetimib dosis:;;Mg/dag;;;;;[statins_medicine_v1(6)]='1';y;;;;;States the Ezetimib dose. Mg/day. Visit 4.
;other_statins_v1;visit_1;;text;Hvis andre statiner, skriv præparatnavn her:;;;alpha_only;;;;[antihypertensive_medicine_v1(5)] = '1';y;;;;;Specifies the name of statins if not reported on the provided list. Visit 4.
;other_statins_dose_v1;visit_1;;text;Andre statiner dosis: ;;Mg/dag;number;;;;[antihypertensive_medicine_v1(5)] = '1';y;;;;;"States the dose of ""other statins"". Mg/day. Visit 4."
;other_medicine_v1;visit_1;;radio;"Tager deltageren anden medicin end angivet ovenfor?
";1, Ja | 2, Nej;Al anden medicin angives med navn, indhold og dosis;;;;;;y;;;;;Indicates if the participant takes any other medicine apart from antidiabetic and antihypertensive drugs. Visit 4.
;other_medicine_name_v1;visit_1;;notes;Navn:;;Skriv forskellige præparater adskilt med ,;;;;;[other_medicine_v1] = '1';y;;;;;Specifies the brand names of other medications used by the participant. Visit 4.
;other_medicine_content_v1;visit_1;;notes;Indhold:;;Skriv præparatets virkningsstof. Forskellige præparater adskilles med , i samme rækkefølge som ovenfor;;;;;[other_medicine_v1] = '1';y;;;;;Specifies the generic names of other medications used by the participant. Visit 4.
;other_medicine_dose_v1;visit_1;;notes;Dosis:;;Angives i mg/dag og adskilles med , i samme rækkefølge som to ovenstående punkter;;;;;[other_medicine_v1] = '1';y;;;;;Specifies the doses of other medications used by the participant. Visit 4.
;supplements_v1;visit_1;;radio;Tager deltageren nogle former for vitamin-/mineraltilskud eller andre kosttilskud?;1, Ja | 2, Nej;Noter disse på medicinlisten med navn, indhold og dosis;;;;;;y;;;;;Indicates if the participant takes any nutritional supplements e.g. vitamins or minerals. Visit 4.
;supplements_name_v1;visit_1;;notes;Navn:;;Skriv forskellige tilskud adskilt med ,;;;;;[supplements_v1] = '1';y;;;;;States the names of nutritional supplements. Visit 4.
;supplements_content_v1;visit_1;;notes;Indhold:;;Skriv kosttilskuddets indhold. Forskellige kosttilskud adskilles med , i samme rækkefølge som ovenfor;;;;;[supplements_v1] = '1';y;;;;;States the composition of nutritional supplements. Visit 4.
;supplements_dose_v1;visit_1;;notes;Dosis:;;Angives i mg eller mcg (angiv tydeligt hvilken) og adskilles med , i samme rækkefølge som to ovenstående punkter;;;;;[supplements_v1] = '1';y;;;;;States the doses of nutritional supplements. Mg/day. Visit 4.
;medicine_list_physical_v1;visit_1;;radio;Er den opdaterede medicinliste lagt i mappen på kontoret under deltagerens ID?;1, Ja | 2, Nej;;;;;;;y;;;;;Medicin list placed in the folder with ID-number. Visit 4.
;medicine_list_upload_v1;visit_1;;file;Upload medicinliste inkl. kommentarer;;;;;;;;y;;;;;The reviewed medcine list incl. notes. Visit 4.
;medicine_doctor_v1;visit_1;;radio;Skal medicin gennemgås med læge?;1, Ja | 2, Nej;;;;;;;y;;;;;Indicates whether the medicine list needs to be reviewed by a doctor. Visit 4.
;medicine_doctor_review_v1;visit_1;;radio;Er medicin blevet gennemgået med læge?;1, Ja | 2, Nej;Notér plan i feltet under 'Afvigelser';;;;;[medicine_doctor_v1] = '1';y;;;;;Indicates if the medicine list has been reviewed by a doctor. Visit 4.
;screening_complete_v1;visit_1;Opsummering: In- og eksklusionskriterier ;radio;Er screeningsinstrumentet fuldstændig udfyldt?;1, Ja | 2, Nej;;;;;;;y;;;sum_criteria_v1;;Whether the screening instrument is completed.. Visit 1.
;inclusion_criteria_met_v1;visit_1;;radio;Er inklusionskriterier opfyldt?;1, Ja | 2, Nej;;;;;;;y;;;sum_criteria_v1;;Whether the inclusion criterias were met. Visit 1.
;exclusion_criteria_reviewed_v1;visit_1;;radio;Er eksklusionskriterierne gennemgået?;1, Ja | 2, Nej;;;;;;;y;;;sum_criteria_v1;;Whether the exclusion criterias are reviewed. Visit 1.
;stamdata_complete_v1;visit_1;;radio;Er nødvendig data om personen i stamdata-instrumentet registreret?;1, Ja | 2, Nej;;;;;;;y;;;sum_criteria_v1;;Whether all the necessary data is registered in stamdata. Visit 1.
;inclusion_v1;visit_1;;radio;Kan deltageren inkluderes i ON LiMiT feasibility-studiet?;1, Ja | 2, Nej | 3, Til vurdering;;;;;;;y;;;;;Assessment of participant eligibility for inclusion in the ON LiMiT feasibility study, based on screening. Asssed by study staff. Visit 1.
;inclusion_assessment_expl_v1;visit_1;;text;Uddyb vurdering.;;;;;;;[inclusion_v1] = '3';;;;;;Notes explaining whether the participant can be included in the ON LiMiT feasibility study. Reported by study staff. Visit 1
;screening_exclusion_v1;visit_1;;descriptive;"<div class=""rich-text-field-label""><h6><span style=""color: #e03e2d;"">Hvis deltager udgår ved screeningen, gå til stamdata, og uddyb hvorfor.</span></h6></div>";;;;;;;[inclusion_v1] = '2';;;;;;Instructions for study staff to go to master data and register withdrawal during screening. Visit 1.
;blood_sample_taken_v1;visit_1;"<div class=""rich-text-field-label""><p>Blodprøvetagning og EKG</p> <p><span style=""font-weight: normal;"">Som en del af screeningen skal deltageren have taget en blodprøve.</span></p> <p><span style=""font-weight: normal;"">Der måles HbA1c, glukose, GAD65-antistof og C-peptid (ikke-fastende). </span></p> <p><span style=""font-weight: normal;"">Der er svar på HbA1c og C-peptid inden for 1 time. Der er svar på GAD65-antistof inden for 1 uge. </span></p></div>";radio;Har deltageren fået taget en blodprøve?;1, Ja | 2, Nej;;;;;;;y;;;;;Whether participant had a blood sample taken. Visit 1.
;blood_sample_not_v1;visit_1;;text;Hvis nej, hvorfor ikke;;Angiv årsag til, hvorfor deltageren ikke har fået taget en blodprøve.;;;;;[blood_sample_taken_v1] = '2';;;;;;Reason to why the bloodsample has not been taken. Recorded by study staff. Visit 1.
;comment_blood_sample_v1;visit_1;;notes;Kommentar til blodprøve mv.;;;;;;;;;LV;;;;Comments regarding the bloodsample. Recorded by study staff. Visit 1.
;hba1c_value_v1;visit_1;;text;HbA1c: ;;Inklusionskriterium: HbA1c mellem 36-86 mmmol/mol .;number;;;;[blood_sample_taken_v1] = '1';y;;;;;Participant's HbA1c in mmol/mol, assessed from blood sample collected in non-fasting state. Visit 1.
;hba1c_exclusion_v1;visit_1;;descriptive;"<div class=""rich-text-field-label""><p>Eksklusionskriterium HbA1c > 86 mmol/mol.</p></div>";;;;;;;[hba1c_value_v1] >86;;;;;;Information box. Exclusion criteria HbA1c > 86 mmol/mol. Visit 1.
;hba1c_gad65_cpeptid_v1;visit_1;;checkbox;"<div class=""rich-text-field-label""><p>Hvis deltagerens HbA1c ≥ 60 mmol/mol og deltageren er i behandling med ≥ 2 antidiabetiske lægemidler, opfylder deltageren følgende: </p> <p> </p> <p><span style=""font-weight: normal;""><em>OBS: Svar C-peptid < 1 time, svar GAD65-antistof op til 1 uge. </em></span></p></div>";1, GAD65-antistof er positiv | 2, C-peptid (stimuleret) < 800 pM | 3, Afventer svar på GAD65-antistof;Eksklusion, hvis deltageren opfylder én eller begge valgmuligheder.;;;;;[hba1c_value_v1] >= 60 and [hba1c_value_v1] < 87;;;;;;Participant's GAD65 and/or C-peptid assessed from blood sample collected in non-fasting state. Visit 1.
;gad65_value_v1;visit_1;;radio;"<div class=""rich-text-field-label""><p>GAD65-antistof:</p> <p><span style=""font-weight: normal;""><em>Svar efter ca. 1 uge. Udfyldes, når svaret foreligger. </em></span></p></div>";1, Negativ | 2, Positiv;;;;;;[blood_sample_taken_v1] = '1';y;;;;;Participants GAD65 assessed from blood sample collected in non-fastin state. Visit 1.
;gad65_waiting_v1;visit_1;;radio;"<div class=""rich-text-field-label""><p>Gør så meget som muligt færdigt i screeningsbesøget. <br>Der planlægges en opfølgende telefonsamtale. Er den planlagt? Husk at skrive aftalen ind i projektpersonales Outlook-kalender og deltagerens kalender. <br><br><em><span style=""font-weight: normal;"">Hvis GAD65-antistof er negativ: Kandidaten opfylder ikke eksklusionskriteriet. Der bookes en ny tid til at afslutte screeningsbesøget. </span></em></p> <p><br><em><span style=""font-weight: normal;"">Hvis GAD65-antistof er positiv: Kandidaten opfylder eksklusionskriteriet og kan ikke inkluderes i studiet.</span></em></p></div>";1, Ja | 2, Nej;;;;;;[hba1c_gad65_cpeptid_v1(3)]='1';y;;;;;If GAD65 results are pending: Complete as much as possible during the screening visit. Schedule a follow-up phone call. Visit 1.
;cpeptid_value_v1;visit_1;;text;C-peptid:;;pmol/L;number;;;;[blood_sample_taken_v1] = '1';y;;;;;Participant's C-peptid in pmol/L, assessed from blood sample collected in non-fasting state. Visit 1.
;glucose_value_v1;visit_1;;text;Ikke-fastende glukose:;;mmol/L;number_1dp_comma_decimal;;;;[blood_sample_taken_v1] = '1';y;;;;;Participant's glucose, assessed fom blood sample collected in non-fasting state. Visit 1.
;ecg_performed_v1;visit_1;;radio;Har deltageren fået taget et EKG?;1, Ja | 2, Nej;;;;;;;y;;;;;Record wether the participant has had an ECG taken. Recorded by study staff. Visit 1.
;ecg_not_v1;visit_1;;text;Hvis nej, hvorfor ikke;;Angiv årsag til, hvorfor deltageren ikke har fået taget EKG.;;;;;[ecg_performed_v1] = '2';;;;;;Reason to why ECG has not been taken. Recorded by study staff. Visit 1.
;egc_approved_v1;visit_1;;radio;"<div class=""rich-text-field-label""><p>Er EKG godkendt af en læge?</p> <p><em><span style=""font-weight: normal;"">Når man tager EKG'et, og man på apparatet trykker ""godkend"" eller ""udført"", sendes det automatisk til deltagerens SP. Her kan lægen også åbne det og kigge det igennem, hvis ikke lægen er til stede til selve screeningen.</span></em></p></div>";1, Ja | 2, Nej;;;;;;[ecg_performed_v1] = '1';y;;;;;Whether the ECG has been checked by a doctor. Recorded by study staff. Visit 1.
;waist_hip_clothing_v;visit_1;Talje-/hoftemål;text;Hvilken påklædning bliver deltageren målt i?;;Skal være let påklædning;;;;;;y;;;;;Indicates what type of clothing the participant is wearing during the waist and hip measurements. Visit 4.
;waist_1_v;visit_1;;text;"<div class=""rich-text-field-label""><p>Taljemål 1<br><span style=""font-weight: normal;""><em>Noteres med 1 decimal (fx 98,0).</em></span></p></div>";;Taljeomkreds måles halvvejs mellem det laveste punkt på ribbenene og det højeste punkt på hoftekammen. Måles til nærmeste 0.5 cm. Måling af taljeomkreds udføres to gange. Hvis differencen mellem de to målinger er mere end 3 cm, skal der laves en tredje måling. ;number_1dp_comma_decimal;;;;;y;;;;;Waist measurement 1 in cm. Visit 4.
;waist_2_v;visit_1;;text;"<div class=""rich-text-field-label""><p>Taljemål 2<br><span style=""font-weight: normal;""><em>Noteres med 1 decimal (fx 98,0).</em></span></p></div>";;;number_1dp_comma_decimal;;;;;y;;;;;Waist measurement 2 in cm. Visit 4.
;waist_average_v;visit_1;;calc;Taljemål, gennemsnit;([waist_1_v]+[waist_2_v])/2;;;;;;;y;;;;;The average of the waist measurements in cm. Visit 4.
;hip_1_v;visit_1;;text;"<div class=""rich-text-field-label""><p>Hoftemål 1<br><span style=""font-weight: normal;""><em>Noteres med 1 decimal (fx 98,0).</em></span></p></div>";;Hofteomkreds måles ud for ydre lårbensfremspring/trochanter major. Måles til nærmeste 0.5 cm. Målingen udføres to gange. Hvis der er mere end 3 cm forskel på de to målinger, foretages en tredje måling.;number_1dp_comma_decimal;;;;;y;;;;;Hip measurement 1 in cm. Visit 4.
;hip_2_v;visit_1;;text;"<div class=""rich-text-field-label""><p>Hoftemål 2<br><span style=""font-weight: normal;""><em>Noteres med 1 decimal (fx 98,0).</em></span></p></div>";;;number_1dp_comma_decimal;;;;;y;;;;;Hip measurement 2 in cm. Visit 4.
;hip_average_v;visit_1;;calc;Hoftemål, gennemsnit;([hip_1_v]+[hip_2_v])/2;;;;;;;y;;;;;The average of the two hip measurements in cm. Visit 4.
;waist_hip_ratio_v;visit_1;;calc;Talje-/hofteratio;round([waist_average_v]/[hip_average_v], 2);;;;;;;y;;;;;The waist hip ratio in cm. Calculated using the average of the 2 waist measurements and 2 hip measurements. Visit 4.
admin;bp_information_v;visit_;Blodtryk;descriptive;"<div class=""rich-text-field-label""><p><span style=""background-color: #3598db;"">Første gang deltageren skal have målt blodtryk, skal det undersøges, om blodtrykket er ens på </span><br><span style=""background-color: #3598db;"">begge arme. Der måles</span></p> <ul> <li><span style=""background-color: #3598db;"">3 blodtryk på højre arm</span></li> <li><span style=""background-color: #3598db;"">3 blodtryk på venstre arm</span></li> </ul> <p><span style=""background-color: #3598db;"">Gennemsnittet udregnes ud fra de 2 sidste af de 3 målinger på hver arm. </span></p> <p><span style=""background-color: #3598db;"">Hvis forskellen er ≤10 mmHg systolisk, da anvendes den ikke-dominante arm.</span></p> <p><span style=""background-color: #3598db;"">Hvis forskellen er > 10 mmHg systolisk, bør der foretages yderligere måling i den oprindelige arm for at sikre, at forskellen er konsistent. Er forskellen fortsat > 10 mmHg systolisk, da </span><span style=""background-color: #3598db;"">anvendes armen med højest systolisk blodtryk til alle efterfølgende målinger. </span></p></div>";;;;;;;;;;;;;Descriptive text. First BP assessment only. Measure BP 3 times in each arm. Use the mean of the last 2 measurements on each arm. If systolic inter-arm difference is ≤10 mmHg, use the non-dominant arm. If >10 mmHg, repeat measurement in the original arm to confirm consistency. If still >10 mmHg, use the arm with the higher systolic BP for all subsequent measurements. Visit 2.
;sys_bp_left-arm_1_measure_v;visit_;;text;Systolisk blodtryk venstre arm 1;;mmHg;number;60;260;;;y;;;;;"Systolic blood pressure in mmHg, left arm, first measurement.
Participant sitting after approximately 5-10 minutes of rest. Visit 2."
;dia_bp_left-arm_1_measure_v;visit_;;text;Diastolisk blodtryk venstre arm 1;;mmHg;number;30;150;;;y;;;;;"Diastolic blood pressure in mmHg, left arm, first measurement.
Participant sitting after approximately 5-10 minutes of rest. Visit 2."
;sys_bp_left-arm_2_measure_v;visit_;;text;Systolisk blodtryk venstre arm 2;;mmHg;number;60;260;;;y;;;;;"Systolic blood pressure in mmHg, left arm, second measurement.
Participant sitting after approximately 5-10 minutes of rest. Visit 2."
;dia_bp_left-arm_2_measure_v;visit_;;text;Diastolisk blodtryk venstre arm 2;;mmHg;number;30;150;;;y;;;;;"Diastolic blood pressure in mmHg, left arm, second measurement.
Participant sitting after approximately 5-10 minutes of rest. Visit 2."
;sys_bp_left-arm_3_measure_v;visit_;;text;Systolisk blodtryk venstre arm 3;;mmHg;number;60;260;;;y;;;;;"Systolic blood pressure in mmHg, left arm, third measurement.
Participant sitting after approximately 5-10 minutes of rest. Visit 2."
;dia_bp_left-arm_3_measure_v;visit_;;text;Diastolisk blodtryk venstre arm 3;;mmHg;number;30;150;;;y;;;;;"Diastolic blood pressure in mmHg, left arm, third measurement.
Participant sitting after approximately 5-10 minutes of rest. Visit 2."
;sys_bp_right-arm_1_measure_v;visit_;;text;Systolisk blodtryk højre arm 1;;mmHg;number;60;260;;;y;;;;;"Systolic blood pressure in mmHg, right arm, first measurement.
Participant sitting after approximately 5-10 minutes of rest. Visit 2."
;dia_bp_right-arm_1_measure_v;visit_;;text;Diastolisk blodtryk højre arm 1;;mmHg;number;30;150;;;y;;;;;"Diastolic blood pressure in mmHg, right arm, first measurement.
Participant sitting after approximately 5-10 minutes of rest. Visit 2."
;sys_bp_right-arm_2_measure_v;visit_;;text;Systolisk blodtryk højre arm 2;;mmHg;number;60;260;;;y;;;;;"Systolic blood pressure in mmHg, right arm, second measurement.
Participant sitting after approximately 5-10 minutes of rest. Visit 2."
;dia_bp_right-arm_2_measure_v;visit_;;text;Diastolisk blodtryk højre arm 2;;mmHg;number;30;150;;;y;;;;;"Diastolic blood pressure in mmHg, right arm, second measurement.
Participant sitting after approximately 5-10 minutes of rest. Visit 2."
;sys_bp_right-arm_3_measure_v;visit_;;text;Systolisk blodtryk højre arm 3;;mmHg;number;60;260;;;y;;;;;"Systolic blood pressure in mmHg, right arm, third measurement.
Participant sitting after approximately 5-10 minutes of rest. Visit 2."
;dia_bp_right-arm_3_measure_v;visit_;;text;Diastolisk blodtryk højre arm 2;;mmHg;number;30;150;;;y;;;;;"Diastolic blood pressure in mmHg, right arm, third measurement.
Participant sitting after approximately 5-10 minutes of rest. Visit 2."
;sys_bp_left-arm_mean-value_v;visit_;;calc;Gennemsnit systolisk blodtryk, venstre arm;"if(
  [sys_bp_left_3_v2]<>'' and [sys_bp_left_2_v2]<>'',
  ([sys_bp_left_3_v2]+[sys_bp_left_2_v2])/2,
  if(
    [sys_bp_left_3_v2]<>'' and [sys_bp_left_2_v2]='',
    [sys_bp_left_3_v2],
    if(
      [sys_bp_left_3_v2]='' and [sys_bp_left_2_v2]<>'',
      [sys_bp_left_2_v2],
      '')))";mmH;;;;;;y;;;;;Automatically calculated as the mean of two systolic BP measurements on left arm. Visit 2.
;sys_bp_right-arm_mean-value_v;visit_;;calc;Gennemsnit systolisk blodtryk, højre arm;"if(
  [sys_bp_right_3_v2]<>'' and [sys_bp_right_2_v2]<>'',
  ([sys_bp_right_3_v2]+[sys_bp_right_2_v2])/2,
  if(
    [sys_bp_right_3_v2]<>'' and [sys_bp_right_2_v2]='',
    [sys_bp_right_3_v2],
    if(
      [sys_bp_right_3_v2]='' and [sys_bp_right_2_v2]<>'',
      [sys_bp_right_2_v2],
      ''
    )
  ))";mmHg;;;;;;y;;;;;Automatically calculated as the mean of two systolic BP measurements on right arm. Visit 2.
admin;bp_chosen_arm_v;visit_;;radio;"<div class=""rich-text-field-label""><p>Hvilken arm tages blodtryk på fremadrettet? <br><br></p> <p><span style=""font-weight: normal;""><em>Hvis forskellen er > 10 mmHg systolisk, anvendes armen med højeste værdi til blodtryksmåling </em></span><br><span style=""font-weight: normal;""><em>fremadrettet. Hvis forskellen er < 10 mmHg systolisk, da anvendes den ikke-dominante arm.</em></span></p></div>";1, Venstre | 2, Højre;;;;;;;y;;;;;Arm used for future blood pressure measurements. Visit 2.
;pulse_measure_1_v;visit_;;text;Puls 1;;bpm;number;30;200;;;y;;;;;"Pulse in bpm first measurement.
Participant sitting, measured after approximately 5-10 minutes of rest. Visit 4."
;pulse_measure_2_v;visit_;;text;Puls 2;;bpm;number;30;200;;;y;;;;;"Pulse in bpm second measurement.
Participant sitting, measured after approximately 5-10 minutes of rest. Visit 4."
